id,fixture,name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,position,unique_id
3,145,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,14,0,0,0,0,0,0,15,0,5977,0,0,0,2,2,0,0,-13,35,48,54,False,0,0,1,2,90
3,151,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,16,0,6103,0,0,0,0,1,0,0,85,195,110,54,True,0,0,1,2,91
3,167,Laurent_Koscielny_3,0,92,0,0,0,11,0,6,85,0.7,0,0,0,2,3,0,3.4,26.2,0,90,0,0,16,0,0,0,0,8,0,17,0,8214,0,0,1,2,3,7,0,1641,1959,318,54,False,0,1,1,2,92
3,171,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,18,0,11425,0,0,0,1,3,0,0,2718,3415,697,54,True,0,0,1,2,93
3,181,Laurent_Koscielny_3,0,74,0,0,0,17,0,4,70,0.4,0,0,0,0,1,0,2.1,18.4,0,69,0,0,3,0,0,0,0,3,0,19,0,11448,0,1,0,1,1,2,2,-231,1560,1791,54,False,0,0,1,2,94
3,196,Laurent_Koscielny_3,0,38,0,0,0,10,0,2,36,0.1,0,0,0,1,1,0,0.9,8.6,0,45,0,0,12,0,0,0,0,4,0,20,0,9579,0,0,0,1,5,0,1,-1944,258,2202,54,False,0,0,1,2,95
3,201,Laurent_Koscielny_3,0,64,0,0,0,19,0,10,57,0.6,0,0,0,0,1,0,3.1,28.8,0,90,0,0,9,0,0,0,0,6,0,21,0,10847,0,1,0,1,4,2,2,802,1486,684,54,True,0,0,1,2,96
3,220,Laurent_Koscielny_3,0,89,0,0,0,17,0,2,87,1.3,0,0,0,0,1,0,1.9,17.6,0,90,0,0,19,0,0,0,0,6,0,22,0,10271,0,1,0,0,1,0,2,-909,878,1787,54,False,0,0,1,2,97
3,221,Laurent_Koscielny_3,0,32,0,1,3,41,1,17,27,0.4,0,0,0,1,0,1,10.4,69.8,0,90,0,0,6,0,0,0,0,3,0,23,0,10432,0,1,0,0,2,34,15,-168,491,659,54,True,0,0,1,2,98
3,231,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,24,0,24684,0,0,0,1,2,0,0,12643,19490,6847,54,True,0,0,1,2,99
3,248,Laurent_Koscielny_3,0,36,0,0,0,26,0,10,32,0.2,0,0,0,1,3,1,9.0,57.0,0,90,0,0,13,0,0,0,0,2,0,25,0,19402,0,0,0,1,3,33,7,-4637,425,5062,54,False,0,0,1,2,100
3,254,Laurent_Koscielny_3,0,41,0,0,1,25,0,14,37,0.1,0,0,0,0,1,0,4.0,40.2,0,90,0,0,10,0,0,0,0,7,0,26,0,37529,0,2,0,2,1,0,3,15374,19890,4516,54,False,0,0,1,2,101
