name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,position,unique_id
Caglar_S?y?nc?_515,0,160,0,0,0,37,0,23,130,2.2,2,1,1,7,3,0,8.4,59.2,0,281,0,0,291,0,0,0,0,19,0,351,0,58302,1,1,1,31,34,22,7,-2991,922,3913,1282,12.0,0,1,286,52,508157
Callum_Hudson-Odoi_131,1,208,2,1,1,83,2,3,178,143.2,12,0,0,1,5,0,36.199999999999996,89.2,9,388,3,6,408,0,0,0,0,28,0,746,0,4707020,12,4,1,36,66,133,18,-14123,356384,370507,1612,19.0,0,0,228,114,188423
Callum_Paterson_101,2,550,3,2,4,227,5,39,266,311.90000000000003,7,0,0,41,41,4,111.70000000000002,266.79999999999995,23,1993,10,6,410,0,0,0,0,66,0,743,0,1374015,25,13,22,51,52,541,80,2448,174099,171651,1947,19.0,2,4,190,114,145103
Callum_Roberts_577,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,157,0,0,0,0,0,0,488,0,797,0,0,0,17,26,0,0,32,98,66,720,8.0,0,0,240,48,341256
Callum_Slattery_570,0,33,0,0,0,12,0,4,22,2.6,1,0,0,4,1,0,4.2,15.8,0,110,0,0,181,0,0,0,0,7,0,535,0,1912,4,2,0,21,30,24,4,104,297,193,810,9.0,0,0,288,54,381807
Callum_Wilson_43,12,442,13,20,22,525,9,24,300,388.40000000000003,17,0,0,41,47,14,224.99999999999997,737.8000000000002,31,2528,20,6,416,0,0,1,0,61,0,741,0,49683075,68,7,24,51,75,1137,168,818124,4432836,3614712,2480,19.0,3,3,76,152,61351
Calum_Chambers_9,0,1484,1,2,0,431,5,185,1168,231.89999999999998,20,1,3,34,52,2,124.50000000000001,608.9999999999999,16,2586,0,0,402,0,0,0,0,226,0,740,0,2297491,35,20,13,48,67,401,60,-39718,62567,102285,1617,19.0,0,9,342,76,12255
Cameron_John_596,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,123,0,0,0,0,0,0,444,0,28548,0,0,0,11,21,0,0,3172,5336,2164,560,6.0,0,0,280,28,302435
Carl_Jenkinson_581,0,75,0,0,0,16,0,5,59,16.900000000000002,0,0,0,1,3,0,5.2,26.799999999999997,1,165,0,0,163,0,0,0,0,8,0,469,0,5764,4,1,0,15,29,8,4,208,528,320,675,7.0,0,0,15,30,320850
Carlos_S?nchez_518,0,145,0,0,0,44,0,5,128,28.8,4,1,1,3,4,0,7.800000000000001,24.6,2,240,0,0,382,0,0,0,0,14,0,741,0,435925,4,4,0,47,60,24,9,-12485,7026,19511,1666,19.0,0,0,722,114,747251
Cenk_Tosun_177,3,260,1,3,3,166,1,8,183,172.20000000000005,2,0,0,17,17,3,92.79999999999998,212.6,13,1044,8,1,404,0,0,0,0,40,0,739,0,5090755,27,8,14,45,55,546,56,-251333,158096,409429,2506,19.0,0,3,304,152,254847
Cesc_F?bregas_123,0,193,0,0,0,36,0,2,167,58.49999999999999,0,0,1,1,2,0,10.899999999999999,37.0,3,175,0,0,408,0,0,0,0,17,0,746,0,933788,3,3,1,36,66,14,6,-55108,4891,59999,2377,19.0,0,1,228,114,176871
Chancel_Mbemba_316,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,390,0,0,0,0,0,0,741,0,266406,0,0,0,43,47,0,0,-7643,1238,8881,1520,19.0,0,0,570,76,455563
Charlie_Austin_348,2,195,1,5,1,117,5,17,114,115.29999999999998,1,0,0,14,17,2,67.39999999999999,158.40000000000003,10,970,9,0,388,0,0,1,0,28,0,745,0,1211938,21,3,12,48,62,405,46,-71393,48378,119771,2113,19.0,1,1,608,152,501771
Charlie_Daniels_28,0,838,0,1,1,278,4,71,664,215.4,10,2,0,7,34,1,66.2,289.8,12,1583,0,8,416,0,0,0,0,110,0,741,0,12293001,18,10,5,51,75,156,44,-677176,169013,846189,1601,19.0,0,4,76,76,39691
Charlie_Taylor_74,1,1175,2,0,2,505,7,156,853,268.5,38,0,0,15,64,0,94.89999999999996,649.4000000000001,10,3240,1,21,412,0,0,0,0,204,0,741,0,766989,52,16,5,53,60,30,82,9706,52212,42506,1676,19.0,0,2,152,76,106115
Cheikhou_Kouyat?_412,3,761,1,0,0,251,9,59,610,198.5,11,0,0,34,30,0,75.6,337.4,14,1889,3,1,406,0,0,0,0,113,0,742,0,618886,35,17,8,55,49,222,67,-16443,15876,32319,1801,19.0,0,3,266,114,594187
Chris_L?we_193,4,840,3,0,6,313,1,74,629,379.9000000000001,9,0,0,14,55,0,88.80000000000001,325.79999999999995,20,2052,2,23,400,0,1,0,0,100,0,741,0,285656,16,11,6,43,55,183,49,-5470,10026,15496,1677,19.0,0,2,380,76,277951
Chris_Mepham_580,1,407,1,0,0,158,2,75,326,24.1,3,1,1,7,17,0,22.5,177.20000000000002,2,848,0,0,149,0,0,0,0,47,0,465,0,38693,2,0,2,22,29,22,27,3120,6365,3245,675,7.0,0,1,30,30,320625
Chris_Smalling_284,0,951,0,2,3,335,4,152,819,31.000000000000007,2,0,1,22,36,1,65.99999999999999,453.4000000000001,2,2127,2,0,392,1,1,0,0,82,0,744,0,3636231,3,11,7,57,62,176,56,-102440,117286,219726,2160,19.0,1,1,532,76,409355
Chris_Wood_87,3,599,6,8,17,379,7,34,387,310.30000000000007,8,0,1,27,49,10,167.9,475.79999999999995,21,2580,52,2,412,0,0,0,0,88,0,741,0,1382574,52,7,27,53,60,911,131,50540,199739,149199,2378,19.0,3,2,152,152,124887
Christian_Atsu_320,1,380,1,1,0,175,6,24,312,273.0,24,0,0,13,18,1,82.30000000000001,218.8,18,1481,4,8,390,0,0,0,0,87,0,741,0,206248,57,13,10,43,47,331,55,-4616,7667,12283,1963,19.0,0,2,570,114,461339
Christian_Benteke_152,1,240,3,3,3,65,3,16,137,118.39999999999999,5,0,0,18,13,1,56.09999999999999,106.0,9,807,10,0,406,0,0,0,0,18,0,742,0,1230912,18,1,13,55,49,348,33,-46558,32967,79525,2408,19.0,0,1,266,152,218747
Christian_Eriksen_364,12,1869,10,4,15,675,8,24,1514,1148.6999999999998,18,0,0,17,37,8,283.00000000000006,875.9999999999998,73,2770,2,19,386,0,0,0,0,187,0,744,0,15928347,51,19,25,49,57,801,161,-442797,1096370,1539167,3532,19.0,4,3,646,114,524875
Christian_Fuchs_216,0,119,0,0,0,38,0,11,98,85.60000000000001,1,0,0,3,5,0,14.9,50.400000000000006,6,206,0,3,398,0,0,0,0,17,0,741,0,1052196,2,1,1,47,52,14,3,-29239,9627,38866,1592,19.0,0,0,418,76,311163
Christian_Kabasele_380,0,551,0,2,1,212,3,157,407,24.0,0,0,0,22,29,0,56.699999999999996,355.2,1,1584,0,0,384,0,2,0,0,61,1,744,0,872725,2,6,2,54,57,189,36,-24249,25388,49637,1684,19.0,0,2,684,76,547979
Christopher_Schindler_192,1,1558,1,2,7,517,5,231,1290,35.8,1,1,2,26,72,1,88.7,679.4000000000001,2,3260,0,0,400,0,1,0,0,123,1,741,0,5662501,4,26,9,43,55,169,76,-51056,216416,267472,1639,19.0,0,4,380,76,276507
Ciaran_Clark_311,0,302,0,0,4,194,2,77,227,25.000000000000004,0,0,0,6,15,3,42.6,293.20000000000005,2,857,0,0,390,0,0,0,0,46,0,741,0,501124,2,12,2,43,47,105,42,-7771,21824,29595,1710,19.0,1,1,570,76,448343
Claudio_Bravo_261,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,394,0,0,0,0,0,0,742,0,280981,0,0,0,50,68,0,0,-8959,1459,10418,1843,19.0,0,0,494,38,376143
Collin_Quaner_209,0,17,0,0,0,3,0,0,13,13.7,1,0,0,2,2,0,1.6,2.2,1,37,1,0,400,0,0,0,0,2,0,741,0,8450151,2,0,0,43,55,0,2,-124180,360943,485123,1647,19.0,0,0,380,152,301055
Connor_Wickham_444,1,11,0,0,0,23,0,2,5,41.900000000000006,0,0,0,3,1,0,12.0,23.2,4,61,0,0,406,0,0,0,0,2,0,742,0,225416,2,0,3,55,49,55,9,-4159,12572,16731,1869,19.0,0,0,266,152,640395
Conor_Coady_430,0,1687,1,0,6,585,9,182,1422,26.200000000000006,3,0,3,10,46,0,61.80000000000001,593.2000000000002,2,3420,0,0,380,3,0,0,0,250,0,744,0,1501778,4,12,0,40,53,0,94,30491,88911,58420,1710,19.0,0,5,760,76,620179
Conor_Coventry_548,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,299,0,0,0,0,0,0,696,0,12489,0,0,0,38,47,0,0,345,1217,872,1305,14.0,0,0,551,87,600271
Craig_Cathcart_376,0,1279,0,3,5,552,6,241,1042,25.5,3,1,3,16,54,3,100.79999999999998,719.5999999999999,1,3095,0,0,384,2,0,0,0,163,0,744,0,3537291,3,20,4,54,57,262,93,317038,527260,210222,1714,19.0,1,2,684,76,542203
Cuco_Martina_163,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,404,0,0,0,0,0,0,739,0,119242,0,0,0,45,55,0,0,-7920,309,8229,1710,19.0,0,0,304,76,234631
Curtis_Jones_597,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,163,0,0,0,0,0,0,441,0,3290,0,0,0,14,28,0,0,135,416,281,630,7.0,0,0,168,42,302631
Cyrus_Christie_460,1,886,1,0,2,278,3,118,681,293.09999999999997,24,0,1,29,42,0,82.2,423.19999999999993,17,1941,2,16,402,0,1,0,0,94,0,740,0,360993,49,11,6,48,67,107,42,-7393,8966,16359,1615,19.0,0,7,342,76,663499
Dale_Stephens_56,1,1352,0,0,4,404,5,109,1132,249.30000000000004,7,0,0,44,46,1,83.60000000000001,498.20000000000005,18,2484,0,1,414,0,0,0,0,197,1,751,0,9947400,19,40,7,44,51,88,65,-367136,135411,502547,1667,19.0,0,6,114,114,80123
Daley_Blind_290,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,392,0,0,0,0,0,0,744,0,21736,0,0,0,57,62,0,0,-525,154,679,1900,19.0,0,0,532,76,418019
Dan_Burn_582,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,154,0,0,0,0,0,0,475,0,3229,0,0,0,22,16,0,0,114,322,208,675,8.0,0,0,45,30,321075
Dan_Gosling_37,2,968,2,2,0,237,4,76,773,164.7,11,1,0,29,33,2,78.1,400.6,8,1734,2,1,416,0,0,0,0,132,0,741,0,206046,30,7,10,51,75,217,54,-2882,7644,10526,1825,19.0,1,8,76,114,52687
Daniel_Amartey_226,0,372,0,1,0,103,1,44,317,46.7,1,0,1,6,9,0,20.8,139.0,3,639,1,0,398,0,1,0,0,59,0,741,0,457929,6,7,3,47,52,21,15,-9358,11542,20900,1657,19.0,0,2,418,114,325603
Daniel_Drinkwater_128,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,408,0,0,0,0,0,0,746,0,279543,0,0,0,36,66,0,0,-6425,2313,8738,1784,19.0,0,0,228,114,184091
Daniel_Sturridge_472,1,190,1,0,2,121,2,3,153,117.6,6,0,0,5,5,2,41.7,117.60000000000001,8,498,4,1,396,0,0,0,0,18,0,741,0,2344492,15,2,7,44,67,186,34,-38456,97186,135642,2175,19.0,0,1,456,152,680827
Danilo Luiz_da Silva_266,0,768,0,0,7,202,4,33,665,117.99999999999999,7,0,1,10,7,1,38.199999999999996,165.19999999999996,4,805,0,2,394,0,0,0,0,64,0,742,0,1483196,10,13,6,50,68,99,46,47762,183631,135869,1935,19.0,1,1,494,76,383363
Danny_Batth_428,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,380,0,0,0,0,0,0,744,0,1918748,0,0,0,40,53,0,0,-70400,5598,75998,1520,19.0,0,0,760,76,617291
Danny_Ings_258,3,393,5,8,11,310,5,12,280,346.9,18,0,0,16,27,7,158.40000000000003,433.8,28,1650,6,1,388,0,0,0,0,74,0,745,0,10297183,46,7,20,48,62,808,90,85126,1370144,1285018,2090,19.0,2,1,608,152,371811
Danny_Rose_354,4,928,4,1,5,352,8,47,684,416.59999999999997,31,1,2,26,16,0,97.6,343.6,26,1792,1,16,386,0,0,0,0,109,0,744,0,2262539,57,15,7,49,57,216,86,-20151,97243,117394,2218,19.0,0,5,646,76,510435
Danny_Simpson_217,0,110,0,0,0,50,1,24,76,13.2,0,0,0,2,4,0,8.999999999999998,74.6,1,289,0,0,398,0,0,0,0,14,0,741,0,525616,2,0,0,47,52,2,12,-12040,8094,20134,1611,19.0,0,0,418,76,312607
Danny_Ward_105,0,91,0,0,0,67,0,10,50,83.29999999999998,0,0,0,2,14,1,32.9,81.80000000000001,7,435,3,0,410,0,0,0,0,11,0,743,0,680009,7,1,3,51,52,168,22,-9631,37425,47056,1658,19.0,0,0,190,114,150879
Danny_Ward_457,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,398,0,0,0,0,0,0,741,0,359935,0,0,0,47,52,0,0,-5106,1238,6344,1654,19.0,0,0,418,38,659167
Danny_Welbeck_21,1,54,0,0,3,63,0,2,40,56.800000000000004,2,0,0,3,3,1,19.5,73.60000000000001,5,146,0,0,418,0,0,0,0,12,0,745,0,1176812,7,3,1,47,77,66,19,-21176,29888,51064,2453,19.0,0,0,38,152,29583
Danny_Williams_204,0,24,0,0,0,12,1,4,19,11.4,1,0,0,2,1,0,2.0,8.6,1,94,0,0,400,0,0,0,0,7,0,741,0,32275,4,0,1,43,55,1,6,-305,1309,1614,1710,19.0,0,1,380,114,293835
Daryl_Janmaat_381,2,605,0,0,6,274,3,96,458,212.2,13,0,0,16,22,0,67.8,346.2,12,1520,1,14,384,0,0,0,0,105,0,744,0,810253,16,13,5,54,57,118,50,-5394,43838,49232,1870,19.0,0,3,684,76,549423
David Junior_Hoilett_99,2,444,2,3,4,230,6,54,320,383.40000000000015,21,0,0,35,46,3,115.30000000000001,313.2,26,2134,8,6,410,0,0,0,0,115,0,743,0,295818,76,17,18,51,52,463,82,-13658,12593,26251,1930,19.0,2,4,190,114,142215
David_Brooks_42,6,855,9,8,7,414,9,53,626,466.70000000000005,27,0,0,15,41,7,167.50000000000003,598.0,30,2263,2,6,416,0,0,0,0,114,0,741,0,7239148,80,20,13,51,75,609,123,196183,1020190,824007,1923,19.0,2,3,76,114,59907
David_Button_179,0,99,0,0,2,76,1,4,40,0.0,0,0,0,0,5,0,8.900000000000002,89.19999999999999,0,360,0,0,414,0,0,0,0,33,0,751,14,5213298,0,0,0,44,51,0,15,23978,218555,194577,1520,19.0,0,0,114,38,257735
David_De Gea_282,0,948,0,0,7,636,7,20,567,0.0,0,4,0,1,54,0,84.49999999999997,845.9999999999999,0,3420,0,0,392,0,0,0,0,291,0,744,123,39563533,0,0,0,57,62,0,120,-720389,454691,1175080,2190,19.0,0,1,532,38,406467
David_Luiz Moreira Marinho_116,2,2619,10,5,19,794,16,195,2307,358.70000000000016,10,1,0,34,36,3,158.0,859.0,20,3238,0,1,408,0,0,0,0,201,0,746,0,21467255,10,25,12,36,66,363,164,566823,1570767,1003944,2178,19.0,0,3,228,76,166763
David_Silva_271,8,2011,16,6,14,614,16,31,1772,1150.3000000000004,32,0,0,26,14,6,295.8000000000001,715.1999999999998,73,2399,5,10,394,0,0,0,0,135,0,742,0,13379953,47,13,11,50,68,1092,143,73734,1366963,1293229,3238,19.0,1,2,494,114,390583
Davide_Zappacosta_120,0,75,0,0,0,30,1,7,60,14.700000000000001,2,0,0,2,0,0,6.1,17.4,1,125,0,0,408,0,0,0,0,4,0,746,0,338414,3,0,1,36,66,29,9,-11270,4317,15587,1941,19.0,0,0,228,76,172539
Davinson_S?nchez_359,2,1443,1,2,4,412,6,138,1296,60.3,1,1,1,20,22,1,69.99999999999999,454.19999999999993,4,1941,0,0,386,0,1,0,0,116,0,744,0,3893086,5,8,9,49,57,183,78,-66984,77606,144590,2214,19.0,0,2,646,76,517655
Davy_Klaassen_171,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,404,0,0,0,0,0,0,739,0,17376,0,0,0,45,55,0,0,-442,60,502,2280,19.0,0,0,304,114,246183
Davy_Pr?pper_60,1,1211,2,1,3,351,4,93,971,279.1,31,0,0,33,45,1,79.19999999999999,389.20000000000005,19,2546,1,2,414,0,1,0,0,192,0,751,0,323965,47,14,11,44,51,121,72,4489,32935,28446,1838,19.0,0,2,114,114,85899
DeAndre_Yedlin_310,2,731,1,1,1,325,5,110,524,406.30000000000007,8,0,0,41,41,1,95.79999999999998,436.4,27,2472,4,17,390,1,2,0,0,109,1,741,0,2600132,22,17,7,43,47,113,63,-39617,124500,164117,1710,19.0,0,6,570,76,446899
Declan_Rice_406,0,1519,1,2,9,586,6,114,1311,174.20000000000002,24,0,0,17,47,2,97.09999999999998,584.4000000000001,9,3003,1,0,382,0,0,0,0,286,0,741,0,4623035,27,30,13,47,60,213,92,231317,536481,305164,1695,19.0,2,4,722,76,585523
Dejan_Lovren_239,1,821,0,1,9,258,6,70,712,29.100000000000005,0,0,2,3,7,1,35.699999999999996,255.79999999999998,1,986,0,2,396,0,0,0,0,45,0,741,0,4801696,3,7,4,44,67,72,63,-276995,225016,502011,1866,19.0,1,1,456,76,344375
Demarai_Gray_225,1,657,0,4,3,244,6,22,509,310.2,44,0,0,14,29,4,122.49999999999999,320.2,17,1978,3,3,398,0,0,0,0,98,0,741,0,2477849,71,5,15,47,52,599,84,-26559,212736,239295,2060,19.0,1,2,418,114,324159
Demeaco_Duhaney_601,0,19,0,0,0,1,0,1,15,1.6,0,0,0,0,0,0,0.5,3.8,0,45,0,0,139,0,0,0,0,2,0,363,0,2149,2,0,0,13,21,0,1,305,562,257,440,5.0,0,0,110,22,238348
Denis_Odoi_181,1,1335,1,1,2,427,3,201,1095,164.2,14,0,0,37,62,0,83.49999999999999,575.2,11,2593,0,4,402,1,1,0,0,188,0,740,0,282427,18,20,8,48,67,93,44,-7504,8724,16228,1680,19.0,0,4,342,76,260623
Denis_Su?rez_586,0,34,0,0,0,11,0,1,31,4.8,4,0,0,0,1,0,1.4,8.4,0,67,0,0,158,0,0,0,0,5,0,445,0,115479,7,1,0,14,27,0,4,2731,27443,24712,837,6.0,0,0,14,42,300475
Diego_Rico_473,0,283,2,0,0,89,0,32,207,171.6,3,0,0,10,19,0,31.400000000000002,107.39999999999999,11,606,0,6,416,0,1,0,0,47,0,741,0,105894,5,6,6,51,75,36,8,-664,8027,8691,1612,19.0,0,1,76,76,682271
Diogo_Jota_432,8,744,10,8,13,386,10,26,567,402.50000000000006,59,0,0,42,29,9,185.0,559.6,26,2352,6,7,380,0,0,0,0,137,0,744,0,7383786,108,11,22,40,53,888,139,403644,1087223,683579,2308,19.0,4,11,760,114,623067
Divock_Origi_543,1,107,0,1,1,122,3,2,76,44.99999999999999,6,0,0,2,2,3,38.199999999999996,143.4,3,364,3,0,304,0,0,0,0,15,0,705,0,151536,14,0,3,37,56,195,32,17370,36780,19410,1500,15.0,2,0,360,120,616515
Domingos_Quina_517,0,227,0,0,2,68,0,5,194,40.2,5,0,0,7,5,1,13.1,69.0,2,334,0,1,384,0,0,0,0,30,0,744,0,185777,11,6,4,54,57,22,17,-1604,10356,11960,1678,19.0,1,0,684,114,745807
Dominic_Calvert-Lewin_175,5,429,2,6,3,267,8,29,267,185.69999999999996,20,0,0,34,26,6,111.49999999999997,321.8,11,1769,6,0,404,0,0,0,0,61,0,739,0,3069886,58,7,27,45,55,618,92,44293,371513,327220,2030,19.0,1,3,304,152,251959
Dominic_Solanke_259,1,100,0,1,0,45,0,11,72,96.0,10,0,0,2,5,0,32.99999999999999,79.0,8,340,1,0,388,0,0,0,0,17,0,741,0,770763,16,1,4,47,67,154,15,-2527,44830,47357,1805,18.0,0,0,76,152,373255
Dwight_Gayle_325,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,390,0,0,0,0,0,0,741,0,140074,0,0,0,43,47,0,0,-8106,293,8399,2280,19.0,0,0,570,152,468559
Dwight_McNeil_534,4,452,5,1,6,305,5,50,344,442.80000000000007,30,0,0,15,25,3,112.5,405.2,27,1590,1,19,369,0,0,0,0,99,0,735,0,589046,48,14,12,48,55,279,75,46392,97102,50710,1551,18.0,0,2,140,105,708925
Eden_Hazard_122,15,1821,17,7,35,879,12,13,1537,1471.1999999999998,136,0,1,12,35,16,432.69999999999993,1306.2,98,2918,11,15,408,0,0,0,0,104,0,746,0,72789041,157,7,16,36,66,1546,238,1099856,4813917,3714061,4169,19.0,5,2,228,114,175427
Ederson_Santana de Moraes_260,1,920,0,0,6,700,20,18,760,33.0,1,0,2,2,23,0,56.79999999999999,535.2,3,3420,0,0,394,0,2,0,0,275,0,742,58,52001123,0,3,0,50,68,0,169,457474,1646926,1189452,2150,19.0,0,2,494,38,374699
Edimilson_Fernandes_416,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,382,0,0,0,0,0,0,741,0,224039,0,0,0,47,60,0,0,-12120,284,12404,1710,19.0,0,0,722,114,599963
Edward_Nketiah_552,0,20,0,0,1,36,0,1,18,14.700000000000001,2,0,0,1,3,1,11.399999999999999,40.8,1,63,2,0,295,0,0,0,0,3,0,679,0,39013,5,1,0,28,57,59,10,833,3895,3062,1350,13.0,0,0,27,108,561870
Eldin_Jakupovic_214,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,398,0,0,0,0,0,0,741,0,220623,0,0,0,47,52,0,0,-3013,981,3994,1660,19.0,0,0,418,38,308275
Elias_Kachunga_212,0,296,0,1,0,41,1,14,210,108.99999999999999,10,0,0,24,30,0,36.7,83.60000000000001,5,1175,9,5,400,0,1,0,0,42,0,741,0,240874,36,1,6,43,55,180,29,454,15398,14944,1837,19.0,0,2,380,152,305387
Emerson_Hyndman_41,0,23,0,0,0,2,0,1,17,1.2,0,0,0,0,2,0,1.5,14.0,0,37,0,0,416,0,0,0,0,2,0,741,0,97265,1,0,0,51,75,0,1,-2622,189,2811,1707,19.0,0,0,76,114,58463
Emerson_Palmieri dos Santos_121,0,434,1,0,1,130,2,14,391,113.80000000000001,11,0,0,8,11,0,30.0,104.6,5,660,0,3,408,0,0,0,0,29,0,746,0,324068,13,4,2,36,66,81,22,-2464,15290,17754,1989,19.0,0,0,228,76,173983
Emile_Smith-Rowe_545,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,325,0,0,0,0,0,0,709,0,6931,0,0,0,32,63,0,0,22,589,567,1350,15.0,0,0,30,90,618315
Emiliano_Mart?nez_542,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,334,0,0,0,0,0,0,717,0,463610,0,0,0,37,64,0,0,4094,21939,17845,1240,15.0,0,0,31,31,636120
Eric_Bailly_291,0,302,0,0,0,109,1,54,262,3.4,4,0,1,5,13,0,16.499999999999996,125.00000000000001,0,636,0,0,392,0,1,0,0,41,1,744,0,3700377,2,4,2,57,62,35,16,-133071,59501,192572,1937,19.0,0,0,532,76,419463
Eric_Dier_361,0,1083,2,0,3,269,5,77,921,150.1,2,0,1,24,18,3,63.59999999999999,363.4,8,1504,0,1,386,0,0,0,0,79,0,744,0,3035201,15,10,4,49,57,121,56,-77054,115482,192536,1814,19.0,1,4,646,114,520543
Erik_Durm_461,1,773,0,0,2,297,3,79,533,209.2,12,0,0,13,45,0,60.7,281.79999999999995,11,2049,1,11,400,0,0,0,0,139,0,741,0,258106,25,16,6,43,55,114,49,-8508,5015,13523,1681,19.0,0,0,380,76,664943
Erik_Lamela_363,4,422,4,3,5,231,4,8,354,339.90000000000003,18,0,0,23,12,4,104.09999999999998,263.79999999999995,23,965,1,3,386,0,0,0,0,59,0,744,0,1177918,34,9,9,49,57,441,67,2463,197565,195102,2352,19.0,2,2,646,114,523431
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,408,0,0,0,0,0,0,746,0,111276,0,0,0,36,66,0,0,-1923,2401,4324,1675,19.0,0,0,228,114,186979
Etienne_Capoue_389,3,1746,2,1,8,496,8,191,1471,219.2,29,0,0,47,48,1,102.79999999999998,656.6,10,2944,0,1,384,0,0,0,0,255,1,744,0,1450348,31,38,10,54,57,152,79,12159,185637,173478,1867,19.0,1,14,684,114,560975
Ezequiel_Schelotto_53,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,414,0,0,0,0,0,0,751,0,4143871,0,0,0,44,51,0,0,-25193,121650,146843,1462,19.0,0,0,114,76,75791
Fabi?n_Balbuena_464,0,832,0,2,3,375,5,237,657,40.900000000000006,1,0,0,19,32,1,77.8,534.6,3,2013,0,0,382,0,1,0,0,103,0,741,0,1243136,2,14,14,47,60,201,61,-4864,123686,128550,1645,19.0,0,2,722,76,669275
Fabian_Delph_269,1,688,1,0,2,186,3,30,630,97.8,8,0,1,6,9,0,27.499999999999996,153.8,3,722,0,3,394,0,0,0,0,54,1,742,0,787893,4,7,1,50,68,24,29,-12045,79200,91245,2020,19.0,0,1,494,76,387695
Fabian_Sch?r_482,1,995,1,1,9,403,7,217,676,148.6,14,0,2,28,23,4,103.79999999999998,669.4,11,2000,1,2,390,0,1,0,0,114,0,741,0,1612541,17,22,16,43,47,220,93,52110,225448,173338,1775,19.0,2,12,570,76,695267
Fabio Henrique_Tavares_255,2,1609,2,1,0,305,11,59,1373,283.40000000000003,10,0,2,29,14,1,86.39999999999999,406.1999999999999,16,2011,0,3,396,0,0,0,0,119,0,741,0,1343030,21,15,6,44,67,173,65,-29701,49371,79072,2112,19.0,0,6,456,114,367479
Fabricio_Agosto Ram?rez_474,0,47,0,0,2,47,0,3,31,0.0,0,1,1,0,5,0,11.5,115.2,0,180,0,0,402,0,0,0,0,21,0,740,15,604319,0,1,0,48,67,0,8,-7300,17027,24327,1643,19.0,0,0,342,38,683715
Federico_Fern?ndez_516,2,610,1,0,5,277,3,140,482,63.70000000000001,0,0,1,12,24,0,48.50000000000001,350.0,5,1482,1,2,390,0,1,0,0,76,0,741,0,576226,4,12,2,43,47,70,47,-4831,37961,42792,1677,19.0,0,2,570,76,744363
Felipe Anderson_Pereira Gomes_465,6,1664,10,2,18,619,7,55,1266,1042.4,76,0,1,27,49,9,272.20000000000005,882.1999999999998,65,3045,5,17,382,0,1,0,0,228,0,741,0,24066969,131,23,16,47,60,799,155,230582,2547937,2317355,2681,19.0,3,3,722,114,670719
Fernando_Llorente_371,4,222,2,5,3,104,2,14,148,189.5,5,0,0,12,8,1,63.1,138.00000000000003,14,681,5,0,386,1,0,0,0,14,0,744,0,1793894,12,1,14,49,57,307,41,104935,370198,265263,2107,19.0,1,2,646,152,534983
